보안등위치명,설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치연도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
254-0083,1,,충청북도 청주시 흥덕구 복대동 131-9,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0084,1,,충청북도 청주시 흥덕구 복대동 131-3,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0085,1,,충청북도 청주시 흥덕구 복대동 968-0,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0086,1,,충청북도 청주시 흥덕구 복대동 968-0,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0087,1,,충청북도 청주시 흥덕구 복대동 968-0,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0088,1,,충청북도 청주시 흥덕구 복대동 968-0,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0089,1,,충청북도 청주시 흥덕구 복대동 968-0,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0090,1,,충청북도 청주시 흥덕구 복대동 968-0,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0091,1,,충청북도 청주시 흥덕구 복대동 778-6,,,2024,전용주,043-201-2773,충청북도 청주시청,2025-06-24
254-0092,1,,충청북도 청주시 흥덕구 복대동 778-6,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0093,1,,충청북도 청주시 흥덕구 복대동 778-6,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0094,1,,충청북도 청주시 흥덕구 복대동 797-4,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0095,1,,충청북도 청주시 흥덕구 복대동 980-7,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0096,1,,충청북도 청주시 흥덕구 복대동 968-0,,,2024,전용주,043-201-2773,충청북도 청주시청,2025-06-24
254-0097,1,,충청북도 청주시 흥덕구 복대동 980-15,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0098,1,,충청북도 청주시 흥덕구 복대동 980-11,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0099,1,,충청북도 청주시 흥덕구 복대동 968-0,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0100,1,,충청북도 청주시 흥덕구 복대동 980-19,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0101,1,,충청북도 청주시 흥덕구 복대동 796-2,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0102,1,,충청북도 청주시 흥덕구 복대동 798-10,,,2024,전용주,043-201-2773,충청북도 청주시청,2025-06-24
254-0103,1,,충청북도 청주시 흥덕구 복대동 840-4,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0104,1,,충청북도 청주시 흥덕구 복대동 840-5,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0105,1,,충청북도 청주시 흥덕구 복대동 837-8,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0106,1,,충청북도 청주시 흥덕구 복대동 837-11,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0107,1,,충청북도 청주시 흥덕구 복대동 837-0,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0108,1,,충청북도 청주시 흥덕구 복대동 1908-0,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0109,1,,충청북도 청주시 흥덕구 복대동 1907-0,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0110,1,,충청북도 청주시 흥덕구 복대동 1323-0,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0111,1,,충청북도 청주시 흥덕구 복대동 1325-0,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0112,1,,충청북도 청주시 흥덕구 복대동 1906-0,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0113,1,,충청북도 청주시 흥덕구 복대동 1906-0,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0114,1,,충청북도 청주시 흥덕구 복대동 1906-0,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0115,1,,충청북도 청주시 흥덕구 복대동 1906-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
254-0116,1,,충청북도 청주시 흥덕구 복대동 1907-0,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0117,1,,충청북도 청주시 흥덕구 복대동 1908-0,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0118,1,,충청북도 청주시 흥덕구 복대동 1908-0,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0119,1,,충청북도 청주시 흥덕구 복대동 1907-0,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0120,1,,충청북도 청주시 흥덕구 복대동 1354-0,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0121,1,,충청북도 청주시 흥덕구 복대동 1901-0,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0122,1,,충청북도 청주시 흥덕구 복대동 769-22,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0123,1,,충청북도 청주시 흥덕구 복대동 776-11,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0124,1,,충청북도 청주시 흥덕구 복대동 1906-0,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0125,1,,충청북도 청주시 흥덕구 복대동 1292-0,,,2025,전용주,043-201-2773,충청북도 청주시청,2025-06-24
254-0126,1,,충청북도 청주시 흥덕구 복대동 1279-0,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0127,1,,충청북도 청주시 흥덕구 복대동 1905-0,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0128,1,,충청북도 청주시 흥덕구 복대동 1905-0,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0129,1,,충청북도 청주시 흥덕구 복대동 1102-0,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0130,1,,충청북도 청주시 흥덕구 복대동 776-11,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0131,1,,충청북도 청주시 흥덕구 복대동 1905-0,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0132,1,,충청북도 청주시 흥덕구 복대동 1101-0,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0133,1,,충청북도 청주시 흥덕구 복대동 1101-0,,,2025,전용주,043-201-2773,충청북도 청주시청,2025-06-24
254-0136,1,,충청북도 청주시 흥덕구 복대동 1905-0,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0137,1,,충청북도 청주시 흥덕구 복대동 1251-0,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0138,1,,충청북도 청주시 흥덕구 복대동 1904-0,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0139,1,,충청북도 청주시 흥덕구 복대동 1904-0,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0140,1,,충청북도 청주시 흥덕구 복대동 1260-0,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0141,1,,충청북도 청주시 흥덕구 복대동 1904-0,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0142,1,,충청북도 청주시 흥덕구 복대동 1910-0,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0143,1,,충청북도 청주시 흥덕구 복대동 1905-0,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0144,1,,충청북도 청주시 흥덕구 복대동 1905-0,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0145,1,,충청북도 청주시 흥덕구 복대동 1910-0,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0146,1,,충청북도 청주시 흥덕구 복대동 1910-0,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0147,1,,충청북도 청주시 흥덕구 복대동 1910-0,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0148,1,,충청북도 청주시 흥덕구 복대동 1910-0,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0149,1,,충청북도 청주시 흥덕구 복대동 1431-0,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0150,1,,충청북도 청주시 흥덕구 복대동 1910-0,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0151,1,,충청북도 청주시 흥덕구 복대동 1905-0,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0152,1,,충청북도 청주시 흥덕구 복대동 1905-0,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0153,1,,충청북도 청주시 흥덕구 복대동 1905-0,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0154,1,,충청북도 청주시 흥덕구 복대동 1907-0,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0155,1,,충청북도 청주시 흥덕구 복대동 1907-0,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0156,1,,충청북도 청주시 흥덕구 복대동 1909-0,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0157,1,,충청북도 청주시 흥덕구 복대동 1909-0,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0158,1,,충청북도 청주시 흥덕구 복대동 1909-0,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0159,1,,충청북도 청주시 흥덕구 복대동 1909-0,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0160,1,,충청북도 청주시 흥덕구 복대동 1909-0,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0161,1,,충청북도 청주시 흥덕구 복대동 1909-0,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0162,1,,충청북도 청주시 흥덕구 복대동 1903-0,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0163,1,,충청북도 청주시 흥덕구 복대동 2191-3,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0164,1,,충청북도 청주시 흥덕구 복대동 1903-0,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0165,1,,충청북도 청주시 흥덕구 복대동 1903-0,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0166,1,,충청북도 청주시 흥덕구 복대동 1903-0,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0167,1,,충청북도 청주시 흥덕구 복대동 1903-0,,,2023,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0168,1,,충청북도 청주시 흥덕구 복대동 1903-0,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0169,1,,충청북도 청주시 흥덕구 복대동 1903-0,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0170,1,,충청북도 청주시 흥덕구 복대동 1903-0,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0171,1,,충청북도 청주시 흥덕구 복대동 1903-0,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0172,1,,충청북도 청주시 흥덕구 복대동 1903-0,,,2025,전용주,043-201-2773,충청북도 청주시청,2025-06-24
254-0173,1,,충청북도 청주시 흥덕구 복대동 2414-0,,,2025,전용주,043-201-2773,충청북도 청주시청,2025-06-24
254-0174,1,,충청북도 청주시 흥덕구 복대동 2414-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
254-0175,1,,충청북도 청주시 흥덕구 복대동 2414-0,,,2025,전용주,043-201-2773,충청북도 청주시청,2025-06-24
254-0176,1,,충청북도 청주시 흥덕구 복대동 2414-0,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0177,1,,충청북도 청주시 흥덕구 복대동 2422-0,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0178,1,,충청북도 청주시 흥덕구 복대동 2422-0,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0179,1,,충청북도 청주시 흥덕구 복대동 2422-0,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0180,1,,충청북도 청주시 흥덕구 복대동 2451-0,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0181,1,,충청북도 청주시 흥덕구 복대동 2451-0,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0182,1,,충청북도 청주시 흥덕구 복대동 2451-0,,,2025,전용주,043-201-2773,충청북도 청주시청,2025-06-24
254-0183,1,,충청북도 청주시 흥덕구 복대동 2451-0,,,2025,전용주,043-201-2773,충청북도 청주시청,2025-06-24
254-0184,1,,충청북도 청주시 흥덕구 복대동 2448-0,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0185,1,,충청북도 청주시 흥덕구 복대동 2452-0,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0186,1,,충청북도 청주시 흥덕구 복대동 2452-0,,,2025,전용주,043-201-2773,충청북도 청주시청,2025-06-24
254-0187,1,,충청북도 청주시 흥덕구 복대동 2452-0,,,2025,전용주,043-201-2773,충청북도 청주시청,2025-06-24
254-0188,1,,충청북도 청주시 흥덕구 복대동 2428-0,,,2023,전용주,043-201-2773,충청북도 청주시청,2025-06-24
254-0189,1,,충청북도 청주시 흥덕구 복대동 2426-0,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0190,1,,충청북도 청주시 흥덕구 복대동 2426-0,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0191,1,,충청북도 청주시 흥덕구 복대동 2418-0,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0192,1,,충청북도 청주시 흥덕구 복대동 2418-0,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0193,1,,충청북도 청주시 흥덕구 복대동 1903-0,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0194,1,,충청북도 청주시 흥덕구 복대동 2415-0,,,2023,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0195,1,,충청북도 청주시 흥덕구 복대동 1903-0,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0196,1,,충청북도 청주시 흥덕구 복대동 1903-0,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0197,1,,충청북도 청주시 흥덕구 복대동 1903-0,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0198,1,,충청북도 청주시 흥덕구 복대동 1903-0,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0199,1,,충청북도 청주시 흥덕구 복대동 2414-0,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0200,1,,충청북도 청주시 흥덕구 복대동 2414-0,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0201,1,,충청북도 청주시 흥덕구 복대동 2414-0,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0202,1,,충청북도 청주시 흥덕구 복대동 2414-0,,,2022,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0203,1,,충청북도 청주시 흥덕구 복대동 2414-0,,,2022,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0204,1,,충청북도 청주시 흥덕구 복대동 2414-0,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0205,1,,충청북도 청주시 흥덕구 복대동 2414-0,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0206,1,,충청북도 청주시 흥덕구 복대동 2097-0,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0207,1,,충청북도 청주시 흥덕구 복대동 2415-0,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0208,1,,충청북도 청주시 흥덕구 복대동 2414-0,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0209,1,,충청북도 청주시 흥덕구 복대동 2079-0,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0210,1,,충청북도 청주시 흥덕구 복대동 2068-0,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0211,1,,충청북도 청주시 흥덕구 복대동 2414-0,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0212,1,,충청북도 청주시 흥덕구 복대동 2414-0,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0213,1,,충청북도 청주시 흥덕구 복대동 2414-0,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0217,1,,충청북도 청주시 흥덕구 복대동 2414-0,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0218,1,,충청북도 청주시 흥덕구 복대동 2426-0,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0219,1,,충청북도 청주시 흥덕구 복대동 2426-0,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0220,1,,충청북도 청주시 흥덕구 복대동 2426-0,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0221,1,,충청북도 청주시 흥덕구 복대동 2132-0,,,2023,한전주,043-201-2773,충청북도 청주시청,2025-06-24
254-0222,1,,충청북도 청주시 흥덕구 복대동 2426-0,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
